,full_address,neighborhood,nid,sale_price,prediction,difference,pred_percent,shap
121,"1747 40th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1330000,1293956,-36043,-0.02785488841969897,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1116787 2: baths = 1.0 
122,"3024 Rivera St, San Francisco, CA 94116",2 - Outer Parkside,2020,1365000,1198375,-166624,-0.1390416188588714,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1117157 2: baths = 1.0 
123,"447 38th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1850000,1505902,-344097,-0.22849893286548528,Pros - 1: year_sold = 2018 2: latitude = 37.7805   Cons - 1: comp_price = 1338444 2: baths = 1.0 
124,"2238 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1030000,1189960,159960,0.13442468654408551,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1099258 2: baths = 1.0 
125,"2271 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1000000,1307118,307118,0.2349581292584143,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1224968 2: baths = 1.0 
126,"2258 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1625000,1497844,-127155,-0.08489201812738843,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1535583 2: nid = 2020 
127,"2270 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1705000,1575972,-129027,-0.08187137842550501,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: comp_price = 1404457 2: nid = 2020 
128,"1450 39th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1628000,1394450,-233549,-0.16748467137581124,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1276563 2: baths = 1.0 
129,"3321 Moraga St, San Francisco, CA 94122",2 - Outer Sunset,2030,1160000,1172193,12193,0.010401870681705146,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1049244 2: baths = 1.0 
130,"1622 39th Ave, San Francisco, CA 94122-3018",2 - Outer Sunset,2030,1218750,1301857,83107,0.06383727245004636,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1179183 2: baths = 1.0 
131,"65 Shore View Ave, San Francisco, CA 94121-1631",1 - Outer Richmond,1050,3206500,4123574,917074,0.22239785196045955,Pros - 1: comp_price = 5001761 2: year_sold = 2018   Cons - 1: rooms = 11.0 2: nid = 1050 
132,"2662 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1550000,1398706,-151293,-0.10816640523455251,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1394443 2: nid = 2020 
133,"1838 39th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1435000,1425983,-9016,-0.0063226560204434415,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1296272 2: nid = 2030 
134,"2930 Rivera St, San Francisco, CA 94116",2 - Outer Parkside,2020,1450000,1421322,-28677,-0.020176286583898653,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1334114 2: nid = 2020 
135,"1242 38th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1400000,1467347,67347,0.04589711908635108,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1236552 2: nid = 2030 
136,"3427 Kirkham St, San Francisco, CA 94122",2 - Outer Sunset,2030,1320611,1469407,148796,0.10126261818543127,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1419902 2: nid = 2030 
137,"3835 Ulloa St, San Francisco, CA 94116",2 - Outer Parkside,2020,1300000,1283016,-16983,-0.01323677958809555,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1246136 2: lot_sf = 1873.0 
138,"2251 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1250000,1309412,59412,0.04537303766881623,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1267702 2: baths = 1.0 
139,"2274 39th Ave, San Francisco, CA 94116-1652",2 - Outer Parkside,2020,1452274,1293733,-158540,-0.12254460541703736,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1312367 2: baths = 1.0 
140,"190 Country Club Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1839000,1697375,-141624,-0.08343707194933353,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: latitude = 37.73131 2: rooms = 8.0 
141,"2523 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1380000,1303053,-76946,-0.05905055281711488,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1344197 2: baths = 1.0 
142,"2527 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1238000,1302785,64785,0.04972808253088576,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1344197 2: baths = 1.0 
143,"1715 38th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1560000,1731487,171487,0.0990403046629862,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2030 2: rooms = 8.0 
144,"2571 39th Ave, San Francisco, CA 94116-2752",2 - Outer Parkside,2020,1350000,1383872,33872,0.024476252138926142,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1318974 2: nid = 2020 
145,"3100 Ortega St, San Francisco, CA 94122-4052",2 - Outer Sunset,2030,1300000,1304473,4473,0.0034289709330894546,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1272409 2: lot_sf = 1746.0 
146,"1839 38th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1300000,1285633,-14366,-0.011174262017231979,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1139530 2: baths = 1.0 
147,"2727 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1150000,1173567,23567,0.02008151217612629,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1048664 2: baths = 1.0 
148,"123 Country Club Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1430000,1420294,-9705,-0.006833092303424502,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1423741 2: latitude = 37.730415 
149,"1293 37th Ave, San Francisco, CA 94122-1332",2 - Outer Sunset,2030,2200000,1842218,-357781,-0.19421208564892972,Pros - 1: year_sold = 2018 2: baths = 3.5   Cons - 1: nid = 2030 2: longitude = -122.49643999999999 
150,"638 36th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1780000,1751016,-28983,-0.016552104606696913,Pros - 1: year_sold = 2018 2: latitude = 37.776875   Cons - 1: nid = 1050 2: longitude = -122.49632 
151,"1419 37th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1750000,1755752,5752,0.003276089105978521,Pros - 1: year_sold = 2018 2: comp_price = 1846931   Cons - 1: rooms = 9.0 2: beds = 5 
152,"2234 38th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1530000,1261078,-268921,-0.21324692049183316,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1105962 2: nid = 2020 
153,"3300 Kirkham St, San Francisco, CA 94122",2 - Outer Sunset,2030,1978000,1723303,-254696,-0.1477952513284083,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2030 2: longitude = -122.49623999999999 
154,"96 Huntington Dr, San Francisco, CA 94132-1114",3 - Lake Shore,3010,1550000,1486420,-63579,-0.04277324040311621,Pros - 1: year_sold = 2018 2: lot_sf = 4299.0   Cons - 1: comp_price = 1463763 2: latitude = 37.73147 
155,"1487 37th Ave, San Francisco, CA 94122-3125",2 - Outer Sunset,2030,1370000,1467265,97265,0.06629000214685145,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1448338 2: baths = 1.0 
156,"474 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1485000,1527152,42152,0.027601705658637777,Pros - 1: year_sold = 2018 2: latitude = 37.780186   Cons - 1: comp_price = 1382278 2: nid = 1050 
157,"547 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,2025000,1989706,-35293,-0.017737796438267762,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: nid = 1050 2: rooms = 8.0 
158,"348 Country Club Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1570000,1544214,-25785,-0.016697815199188712,Pros - 1: year_sold = 2018 2: lot_sf = 4277.0   Cons - 1: comp_price = 1483068 2: latitude = 37.732796 
159,"575 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,2250000,2033041,-216958,-0.10671599834927087,Pros - 1: year_sold = 2018 2: comp_price = 1884318   Cons - 1: nid = 1050 2: rooms = 7.5 
160,"578 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1450000,1496155,46155,0.030849076466007867,Pros - 1: year_sold = 2018 2: latitude = 37.778152   Cons - 1: comp_price = 1273701 2: nid = 1050 
161,"2721 Taraval St, San Francisco, CA 94116",2 - Outer Parkside,2020,1200000,1369055,169055,0.12348298643955137,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1167926 2: nid = 2020 
162,"1430 36th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1775000,1926428,151428,0.07860558505171229,Pros - 1: year_sold = 2018 2: comp_price = 2044217   Cons - 1: beds = 6 2: rooms = 9.5 
163,"2287 37th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1200000,1296532,96532,0.07445400499177807,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1332351 2: baths = 1.0 
164,"1454 36th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1350000,1466367,116367,0.07935735051320714,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1393149 2: baths = 1.0 
165,"890 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,2150000,1519423,-630576,-0.41501017162436005,Pros - 1: year_sold = 2018 2: latitude = 37.772358000000004   Cons - 1: nid = 1050 2: rooms = 8.0 
166,"1758 36th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1900000,1693160,-206839,-0.12216152047059935,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: rooms = 11.0 2: beds = 5 
167,"1912 Sloat Blvd, San Francisco, CA 94116-2823",2 - Outer Parkside,2020,1600000,1449774,-150225,-0.10361959864089161,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1469949 2: beds = 5 
168,"2655 37th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1500000,1344166,-155833,-0.11593285353148346,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1253925 2: nid = 2020 
169,"1874 36th Ave, San Francisco, CA 94122-4142",2 - Central Sunset,2050,1180000,1457126,277126,0.1901867100031157,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1362480 2: nid = 2050 
170,"2066 36th Ave, San Francisco, CA 94116",2 - Parkside,2040,1627500,1452333,-175166,-0.1206100804705257,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1275341 2: nid = 2040 
171,"2082 36th Ave, San Francisco, CA 94116",2 - Parkside,2040,1430000,1358498,-71501,-0.05263239253940749,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1279144 2: lot_sf = 2060.0 
172,"1271 35th Ave, San Francisco, CA 94122-1310",2 - Central Sunset,2050,1450000,1529520,79520,0.05199016684973064,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1380550 2: baths = 1.0 
173,"1379 35th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1625000,1627179,2179,0.0013391274100759659,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: longitude = -122.49418 
174,"2222 36th Ave, San Francisco, CA 94116",2 - Parkside,2040,1500000,1556211,56211,0.03612042325879974,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1521840 2: nid = 2040 
175,"1539 35th Ave, San Francisco, CA 94122-3118",2 - Central Sunset,2050,1620000,1525910,-94089,-0.06166091053862941,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1450599 2: baths = 1.0 
176,"2815 Noriega St, San Francisco, CA 94122-4132",2 - Central Sunset,2050,1280000,1400741,120741,0.08619794808604875,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1459412 2: baths = 1.0 
177,"1738 35th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1165000,1383883,218883,0.15816582760247797,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1276356 2: baths = 1.0 
178,"1843 35th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1300000,1296979,-3020,-0.0023284879708923584,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1155629 2: baths = 1.0 
179,"1919 35th Ave, San Francisco, CA 94116-1111",2 - Parkside,2040,899000,1286510,387510,0.3012102509891101,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1138768 2: baths = 1.0 
180,"1926 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1250000,1537443,287443,0.18696172801203037,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1426621 2: nid = 2040 
181,"3245 Cabrillo St, San Francisco, CA 94121",1 - Outer Richmond,1050,2310000,1988826,-321173,-0.16148873757684182,Pros - 1: year_sold = 2018 2: comp_price = 2109003   Cons - 1: nid = 1050 2: longitude = -122.49338999999999 
182,"1262 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1500000,1589418,89418,0.05625832852025081,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: baths = 1.5 
183,"538 33rd Ave, San Francisco, CA 94121--271",1 - Outer Richmond,1050,1525000,1763872,238872,0.13542479272872407,Pros - 1: year_sold = 2018 2: latitude = 37.778890000000004   Cons - 1: nid = 1050 2: longitude = -122.49323000000001 
184,"1286 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1653000,1650024,-2975,-0.0018030040775164483,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: longitude = -122.49322 
185,"2130 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1800000,1463629,-336370,-0.2298191686554448,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1470542 2: nid = 2040 
186,"590 33rd Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1300000,1375553,75553,0.05492554630755776,Pros - 1: year_sold = 2018 2: latitude = 37.778053   Cons - 1: comp_price = 1154407 2: baths = 1.0 
187,"2162 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1260000,1423011,163011,0.11455357688731851,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1285115 2: nid = 2040 
188,"1375 34th Ave, San Francisco, CA 94122-1308",2 - Central Sunset,2050,1480000,1585182,105182,0.06635326416777379,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1376237 2: nid = 2050 
189,"1478 34th Ave, San Francisco, CA 94116",2 - Central Sunset,2050,1650000,2086930,436930,0.2093649523462694,Pros - 1: year_sold = 2018 2: baths = 4.5   Cons - 1: beds = 5 2: nid = 2050 
190,"1474 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2100000,1923255,-176744,-0.09189837021091847,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: rooms = 9.0 2: beds = 5 
191,"2733 Noriega St, San Francisco, CA 94122",2 - Central Sunset,2050,1700000,1786799,86799,0.04857793182109459,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: beds = 5 2: nid = 2050 
192,"1506 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1700000,1487714,-212285,-0.14269207656848024,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1438565 2: baths = 1.0 
193,"1606 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1200000,1426587,226587,0.15883153288232685,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1359556 2: lot_sf = 2060.0 
194,"2730 Ortega St, San Francisco, CA 94122-4139",2 - Central Sunset,2050,1168000,1186691,18691,0.015750519722488837,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1139606 2: baths = 1.0 
195,"2563 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1400000,1596220,196220,0.12292791720439539,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2040 2: longitude = -122.49263 
196,"2563 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1675000,1705533,30533,0.017902321444381315,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: nid = 2040 2: longitude = -122.49263 
197,"2554 35th Ave, San Francisco, CA 94116-2810",2 - Parkside,2040,1580000,1604769,24769,0.015434620185210458,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2040 2: longitude = -122.49263 
198,"1742 34th Ave, San Francisco, CA 94122-4108",2 - Central Sunset,2050,1360000,1526027,166027,0.1087968954677735,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1454483 2: nid = 2050 
199,"224 32nd Ave, San Francisco, CA 94121",1 - Sea Cliff,1060,3750000,1873440,-1876559,-1.0016648518233837,Pros - 1: year_sold = 2018 2: latitude = 37.784786   Cons - 1: nid = 1060 2: rooms = 8.0 
200,"1887 34th Ave, San Francisco, CA 94122-4109",2 - Central Sunset,2050,1380000,1231115,-148884,-0.12093427502710957,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1188100 2: baths = 1.0 
201,"1967 34th Ave, San Francisco, CA 94116",2 - Parkside,2040,1330000,1239690,-90309,-0.072848050722358,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1074650 2: baths = 1.0 
202,"3132 Balboa St, San Francisco, CA 94121",1 - Outer Richmond,1050,1400000,1592893,192893,0.12109601837662667,Pros - 1: year_sold = 2018 2: latitude = 37.775948   Cons - 1: comp_price = 1410435 2: nid = 1050 
203,"1974 34th Ave, San Francisco, CA 94116",2 - Parkside,2040,1075000,1246114,171114,0.1373180944921572,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1074650 2: baths = 1.0 
204,"466 32nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1300000,1313398,13398,0.010201020558886187,Pros - 1: year_sold = 2018 2: latitude = 37.780476   Cons - 1: comp_price = 1036562 2: baths = 1.0 
205,"1222 33rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1625000,1527428,-97571,-0.0638792794161165,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: comp_price = 1508141 
206,"1290 33rd Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1351000,1607898,256898,0.15977257263831413,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: nid = 2050 
207,"2227 34th Ave, San Francisco, CA 94116",2 - Parkside,2040,1320000,1355448,35448,0.026152238964534235,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1287354 2: baths = 1.0 
208,"709 32nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,1325000,1213266,-111733,-0.09209274800414748,Pros - 1: year_sold = 2018 2: latitude = 37.775684000000005   Cons - 1: comp_price = 1055318 2: lot_sf = 1437.0 
209,"763 32nd Ave, San Francisco, CA 94121",1 - Central Richmond,1010,2075000,2112158,37158,0.01759243389935791,Pros - 1: year_sold = 2018 2: comp_price = 2001755   Cons - 1: nid = 1010 2: beds = 5 
210,"806 32nd Ave, San Francisco, CA 94121-3504",1 - Central Richmond,1010,1770000,1693710,-76289,-0.045042539750016236,Pros - 1: year_sold = 2018 2: latitude = 37.77385   Cons - 1: nid = 1010 2: longitude = -122.4918 
211,"1583 33rd Ave, San Francisco, CA 94122-3144",2 - Central Sunset,2050,1800000,1628802,-171197,-0.10510608410353131,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: nid = 2050 2: longitude = -122.49176999999999 
212,"1606 33rd Ave, San Francisco, CA 94122-3147",2 - Central Sunset,2050,1305000,1395881,90881,0.06510655277921255,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1386561 2: baths = 1.0 
213,"2523 34th Ave, San Francisco, CA 94116",2 - Parkside,2040,1600000,1721067,121067,0.07034415278429021,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: rooms = 10.0 2: nid = 2040 
214,"15 Clearfield Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1455000,1407035,-47964,-0.03408870426108803,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1314429 2: latitude = 37.73343 
